# GTOC4 list of asteroids' Keplerian orbital parameters in the J2000 heliocentric ecliptic frame
# Name         Epoch (MJD)    a (AU)                   e                        i (deg)                  LAN (deg)                arg. periap. (deg)       mean anomaly (deg)
'2002AA'       54800.000000   1.1479366084883000e+00   3.0233396541775581e-01   1.1272856365571025e+01   3.0226873269168408e+02   6.4556374800985552e+01   2.8084133973971848e+02
'2002AC29'     54800.000000   1.6416018728057600e+00   5.0328800577255384e-01   2.6580073343292863e+01   8.5210697947962288e+01   1.2954243093336098e+02   2.2843679443704193e+01
'2002AF29'     54800.000000   3.2468064316576899e+00   6.1464940330248241e-01   8.0017874832678650e+00   2.1721082426241853e+02   2.8250701256341972e+02   6.1031044616177461e+01
'2002AU4'      54800.000000   8.5556380448335700e-01   3.7364829785068476e-01   1.7180865928627021e+01   9.9509357884980702e+01   2.0515187478883030e+02   7.0179555171533508e+01
'2002AV'       54800.000000   2.4651903707040699e+00   6.6077897660573504e-01   2.8411106316920551e+00   1.2407942505345100e+02   2.8551762742306931e+02   2.9278990061132339e+02
'2002AW11'     54800.000000   1.4469602397637200e+00   3.3039302395333170e-01   1.8330711462795183e+01   9.5634248876540028e+01   9.1030628247399449e+01   3.1627693536479688e+02
'2002AY1'      54800.000000   7.7870882804031605e-01   4.3770755892819868e-01   2.9887349048448492e+01   2.8789764277566684e+02   3.2385698224605511e+02   2.6002281308229033e+02
'2002BJ2'      54800.000000   2.0484728876859801e+00   6.5367948232937356e-01   2.6131538745926932e+01   1.6652329264814441e+01   6.0852932999816112e+01   1.5491075559016295e+02
'2002BK25'     54800.000000   2.2965071250600499e+00   7.4909609783756170e-01   1.1928522787554099e+01   1.5640028517209007e+02   1.0369262749704095e+02   3.2181948599584035e+02
'2002BM26'     54800.000000   1.8322286570317501e+00   4.4503930084332527e-01   1.6227280395188686e+01   3.1969577216203106e+02   1.8040120736974180e+02   2.6599619597024360e+02
'2002CS11'     54800.000000   2.0202295041657101e+00   4.0323389990504421e-01   9.8035416581102055e+00   3.4634834337138523e+02   1.6016676606310321e+02   1.3236102076432246e+02
'2002CT46'     54800.000000   2.3612279116809400e+00   5.3119808642867039e-01   1.5734436380238604e+01   1.5747112454038165e+02   3.5620523509820129e+02   3.1236633910940918e+02
'2002CT118'    54800.000000   1.2793366581305501e+00   3.5085201619588724e-01   1.0375279207446946e+01   3.2195285846432876e+02   2.6609066416475264e+02   2.0505043208890450e+02
'2002CU46'     54800.000000   1.7376003913030400e+00   5.6528270776688683e-01   3.2188658226607473e+01   1.4519668936070775e+02   9.2755102665518137e+01   3.1807763145839749e+02
'2002CW11'     54800.000000   8.6548094100717399e-01   2.2558082860897438e-01   3.1339391570647197e+00   1.3762478262045738e+02   2.1035087702810409e+02   3.0148382740273212e+02
'2002CX58'     54800.000000   2.7973318113108698e+00   6.5921455837084542e-01   2.5341852510811935e+00   1.1018272769156339e+02   7.5743940947061375e+01   1.5448070847894280e+02
'2002CY9'      54800.000000   1.6485739977920899e+00   5.0843914929466139e-01   4.1970902303557978e+01   3.0538234258809729e+02   1.1737259430819891e+02   1.0349879059234492e+02
'2002CY58'     54800.000000   1.3659777332881500e+00   3.8439692227120115e-01   8.2836642321578733e+00   3.4168957418730338e+02   3.9946429815053264e+01   1.6899880952549415e+02
'2002CZ58'     54800.000000   2.1879215537377101e+00   4.6540823319203917e-01   1.8828459859691989e+01   3.3956153369853894e+02   8.7928075603100041e+01   6.2270789366778395e+01
'2002DJ5'      54800.000000   1.4003692212407499e+00   5.6780010361976252e-01   6.4397003020572106e+00   3.4809916204280609e+02   2.9599739654982659e+02   3.1183007341735322e+02
'2002DQ3'      54800.000000   1.3871886790712900e+00   2.5489505247274746e-01   5.0518370028768613e+00   3.4061956423888569e+02   1.6018124482339093e+02   5.8631843985597001e+01
'2002EB3'      54800.000000   1.7581043875453899e+00   6.8445391743783801e-01   9.9126847305516517e+00   1.7918115012255826e+00   3.0003242365970635e+02   2.8352927342779907e+02
'2002EM7'      54800.000000   9.2123263041079995e-01   3.6297077952954565e-01   1.5474324643670667e+00   3.4720714860833198e+02   5.7688377044672293e+01   3.0298512819917465e+02
'2002EV'       54800.000000   2.4560106398845298e+00   5.8193938502496478e-01   1.0417582453922298e+01   1.5631053103576841e+02   3.5348051764340863e+02   2.7332061571393120e+02
'2002EY'       54800.000000   2.1366928456104000e+00   6.3039014266127091e-01   2.0231741640080227e+01   1.7088467871649237e+02   2.6485705462581319e+02   7.7978233156029845e+01
'2002FB6'      54800.000000   1.7964760869383800e+00   5.4493340988916850e-01   3.3702235616137045e+01   1.8282085814044939e+02   1.0177592200862230e+02   2.5448545404439983e+02
'2002FW1'      54800.000000   8.2335035267215095e-01   3.4201546860021292e-01   6.5926418237746711e+00   1.6414644484598554e+02   2.2314104088276429e+02   1.0967158613008590e+02
'2002FW5'      54800.000000   1.3149705293100500e+00   2.1771814184299176e-01   4.6444311373613495e+01   2.1775618358413954e+01   8.5427043484244180e+01   2.2163785299382945e+02
'2002GF8'      54800.000000   2.2835677331753401e+00   4.5370645842613383e-01   4.8868602543946507e+00   2.0374660938027336e+01   2.3715771622217505e+02   3.1322945027239359e+02
'2002GK8'      54800.000000   1.8412431354812899e+00   4.0140029164367952e-01   3.8998341890710989e+01   4.7893252517463900e+01   2.6675396839676984e+02   1.8203234293880007e+02
'2002GM2'      54800.000000   2.1986498308135500e+00   8.0797523144607042e-01   3.3560436974002728e+00   3.3988011884973201e+02   8.3827499714806251e+01   4.2834990173495498e+01
'2002GR'       54800.000000   1.2015322247782201e+00   2.0760734002273848e-01   7.3236645811264784e+00   1.8384318582301370e+02   3.1368172454608674e+02   5.6868271158492746e+01
'2002JA9'      54800.000000   1.9850110412682500e+00   4.8308490596138176e-01   1.0510242324048198e+01   9.3728765967323994e+01   2.3027806891101591e+02   7.9455808511278306e+01
'2002JB9'      54800.000000   2.7182330595066500e+00   7.8487223542979079e-01   4.6735486037513965e+01   7.0422082277771167e+01   2.7790280649239617e+02   1.4518197484618534e+02
'2002JE9'      54800.000000   1.0677799679817901e+00   4.1672091691965601e-01   8.8273004526573438e+00   2.0014375331166397e+02   2.5538441154879524e+02   5.8919354159288659e+01
'2002JQ100'    54800.000000   1.1805427374833399e+00   5.1884729480033631e-01   2.9608921797539757e+01   4.7377973958315856e+01   4.0061890476191188e+01   1.2491064727475968e+02
'2002JR9'      54800.000000   2.3860851601927102e+00   6.3690965138131361e-01   9.9074908451104982e+00   1.2295492949041363e+02   2.0340210879395391e+02   2.5796005914774895e+02
'2002JR100'    54800.000000   9.2467395906559802e-01   2.9779807731754798e-01   3.7631635262473573e+00   2.0355546271510443e+02   2.5344738625823516e+02   2.3874232395723649e+02
'2002KJ3'      54800.000000   2.2687900143641100e+00   4.8879085708775222e-01   6.4258843849515284e+00   4.8125777918712849e+01   2.5206401638300281e+02   3.0293234807773365e+02
'2002KL3'      54800.000000   1.9515664448884200e+00   7.4907456970571129e-01   2.0725965841203127e+01   7.3501859826334922e+01   2.9302824044379605e+02   1.0674794126117895e+02
'2002LZ45'     54800.000000   2.3102750737373201e+00   6.3401915220585248e-01   6.1860322628488023e+00   9.1349357566749134e+01   2.3975833514466075e+02   2.8787625087164122e+02
'2002MT1'      54800.000000   2.3746930801166299e+00   4.9759688698300342e-01   4.7309394356322070e+00   2.0568236382095805e+02   8.2467213682218684e+01   2.6843178047249626e+02
'2002NA31'     54800.000000   1.6659887936460100e+00   2.8859827261192228e-01   1.9976991871131382e+01   1.2557066885798722e+02   2.1978396211792966e+02   3.2108407091312398e+02
'2002NW'       54800.000000   1.6087087337873400e+00   6.6797040262745166e-01   6.0271751371756750e+00   1.0238085952807596e+02   2.8798782830753328e+02   2.2197753038092671e+01
'2002PE130'    54800.000000   2.5582718891035898e+00   6.1964043773145572e-01   1.5626590145080996e+01   3.5754071764398520e+02   3.3464773034533160e+01   1.8094634459986648e+02
'2002PH80'     54800.000000   2.1698318965875898e+00   4.5821131442367702e-01   6.4225282348940498e+00   3.5130402915192138e+02   3.3118787206042941e+02   3.5168340834976948e+02
'2002PO6'      54800.000000   2.2350066765548902e+00   5.1906520006954626e-01   2.0590613670547000e+01   3.0432916293190436e+02   3.0116814608947317e+02   3.4406809489435864e+02
'2002QE7'      54800.000000   1.4698221826709299e+00   1.8118063996479597e-01   1.2110332315852119e+01   2.4455167517265346e+02   8.8337420760368389e+01   1.8069271301687581e+02
'2002QH10'     54800.000000   2.3609332775389000e+00   5.6042800958518701e-01   4.7934054894748837e+00   4.8346966915407147e-01   2.3712324845441699e+01   2.4844934507548260e+02
'2002QQ40'     54800.000000   1.2152271331225399e+00   5.6461074502576492e-01   1.7232805609574278e+00   1.0416370212620534e+02   3.5645495764245226e+02   1.8347161359206032e+02
'2002RC118'    54800.000000   2.9512432093490899e+00   5.6620591191768110e-01   2.8034809780515822e+01   2.0898280539656309e+02   2.2220186217089832e+02   6.8947073468633079e+01
'2002RH52'     54800.000000   1.9789286681013600e+00   4.9228216054191010e-01   1.6186922627549698e+01   2.3711894293873113e+00   9.6612463543756220e+01   3.9719392454275976e+01
'2002RP28'     54800.000000   1.6619600501463201e+00   3.9053986564690624e-01   7.9997300055366107e+00   1.6352478193256675e+02   2.5046044078514461e+02   2.9528977871878084e+02
'2002RT129'    54800.000000   1.8323697380769699e+00   7.5378000036514614e-01   1.9636943677820291e+01   1.7872536897181618e+02   5.5649496347763467e+01   2.0756644762267754e+02
'2002RV112'    54800.000000   2.2206829984596599e+00   4.8913031201497431e-01   1.6505568112501209e+01   1.9612303047286790e+02   1.9939675039483205e+02   3.1341485075098842e+02
'2002SL'       54800.000000   2.2017880416372999e+00   4.9929408745915022e-01   6.5056140434374159e+00   1.3929247722670996e+02   1.5195548899969316e+02   3.4869535543884223e+02
'2002SN'       54800.000000   1.9490396478322400e+00   3.7789472891185993e-01   6.4237342797918551e+00   3.6609686381363439e+01   3.3721521275973600e+02   9.3540110426045956e+01
'2002SQ41'     54800.000000   2.6047403996265901e+00   8.0189255434767592e-01   2.5069667039259425e+01   2.2715792006933363e+01   9.5120301069656975e+01   1.5337681648841127e+02
'2002SR'       54800.000000   1.1798240113632701e+00   1.9603896402027898e-01   6.6885570571661761e+00   1.6094351212093144e+02   2.8507591981623500e+02   2.3732944737514768e+02
'2002SV'       54800.000000   1.4033510612852200e+00   2.3689069442662100e-01   1.6773214303685904e+01   3.5271173011433234e+02   3.2685812537848005e+02   2.8054387131071684e+02
'2002TS67'     54800.000000   2.3454315217666002e+00   4.9138005943518442e-01   9.6970269538518519e+00   7.9523331931971384e+01   3.2281008843300424e+02   2.4886079665695792e+02
'2002TX55'     54800.000000   2.2283104819454702e+00   5.7086490566517856e-01   4.3796314007829391e+00   1.9024523522197870e+02   1.4883808906745529e+02   3.1304041833745890e+02
'2002TX59'     54800.000000   1.2234767243543201e+00   1.4577333606152001e-01   1.2976418256631728e+01   1.8858757414924264e+02   1.3270273741363303e+02   2.3444703953470466e+02
'2002TY68'     54800.000000   2.2180975318133500e+00   5.1410011896454821e-01   2.0801694647671209e+01   1.9914744981858920e+01   5.7987290715799688e+01   2.8290689499149505e+02
'2002UL11'     54800.000000   2.8117037086497301e+00   5.5852412185376943e-01   9.7433180366035099e+00   5.2394532543211824e+01   3.3194742224133876e+02   1.0436570366182582e+02
'2002UN3'      54800.000000   1.7441433140186100e+00   2.5734417926094838e-01   8.6956805616506099e+00   2.8080343461215115e+01   1.1259616260688405e+02   1.5578276212537884e+02
'2002UX'       54800.000000   1.4734323340833499e+00   1.6339690851576286e-01   2.0206579421822482e+01   2.6392132038640068e+02   8.4279505447516897e+01   1.7953424103925360e+02
'2002VD118'    54800.000000   1.4276327873448000e+00   1.4364732695197788e-01   1.4250449984858029e+01   3.5267633578813324e+01   6.6276512158875036e+01   1.5586879469517652e+02
'2002VE68'     54800.000000   7.2358966214627196e-01   4.1051576901943654e-01   8.9805388805387167e+00   2.3165246288271430e+02   3.5550277050045764e+02   1.2110107758400272e+02
'2002VO69'     54800.000000   1.4404453304927201e+00   3.4915165582163676e-01   2.0942552754698056e+01   4.7354388634206877e+01   5.5679148941283600e+01   1.5246007465771203e+02
'2002VQ14'     54800.000000   2.5843496926783200e+00   5.1050303595315050e-01   7.2288315922016864e+00   2.3642745008439323e+02   1.5905687795192267e+02   1.6750418022889451e+02
'2002VR14'     54800.000000   1.6256555325546600e+00   4.9883506659846349e-01   5.5322479685943193e+00   7.6321035227388663e+01   4.4116512624055936e+01   3.0474967004278989e+02
'2002VV17'     54800.000000   8.3743279001227999e-01   4.3653465049845219e-01   9.6982132715434588e+00   2.2229425687325144e+02   3.4876507524048282e+02   1.9679922738450023e+02
'2002VX91'     54800.000000   9.8506944439776301e-01   2.0128363232758242e-01   2.3355095723844488e+00   2.1672375132098284e+02   7.8107464588974480e+01   1.6016391454598249e+02
'2002VY94'     54800.000000   3.2416636111985699e+00   6.5822100702954400e-01   9.1524089669857442e+00   2.8094525232593014e+02   2.3319490816629286e+02   3.3960598295110071e+02
'2002WP'       54800.000000   1.4498398760725499e+00   2.1591939363644799e-01   1.9152056510626984e+01   7.6374208234838946e+01   1.0209114121045992e+00   1.4510691739382557e+02
'2002WX12'     54800.000000   1.7503916406395099e+00   6.5955554064807964e-01   8.6345300636025470e+00   2.1174316576259062e+02   3.2829098052868738e+02   1.8309261653183421e+02
'2002XA'       54800.000000   2.8271258893399400e+00   6.2606122639128869e-01   3.3191456042130807e+00   9.6131514874124392e+01   3.4803383221515475e+01   8.0715817127326858e+01
'2002XA40'     54800.000000   2.2630919150016000e+00   4.8168971865876736e-01   4.4556886948843353e+00   3.0095270337257119e+02   6.6452496076887670e+01   3.1135770470476336e+02
'2002XB40'     54800.000000   1.8541743326550399e+00   5.5365413154981968e-01   6.8003864545544026e+00   2.5569203193004935e+02   1.1815690445824383e+02   1.4939924354061333e+02
'2002XM90'     54800.000000   1.7910825097204199e+00   3.7791931444163152e-01   2.0182543819977390e+01   8.1706335776624343e+01   8.0680279887094201e+01   1.4020302777578013e+02
'2002XN14'     54800.000000   1.7664658217992000e+00   4.4055370467032828e-01   1.1785614136789457e+01   8.6279572466389439e+01   3.1074533624511656e+02   2.1632429278834991e+02
'2002XT4'      54800.000000   1.6098442634673300e+00   4.2253950681925057e-01   7.5082606244112435e+00   6.7351160345452413e+01   3.1312703370831974e+02   3.5586485766855634e+02
'2002XT90'     54800.000000   1.0297730701793999e+00   2.2378992361370179e-01   4.3388187258542246e+01   2.8769975303740188e+02   4.3050879765842055e+01   3.5407451610109763e+02
'2002XV90'     54800.000000   1.5788137066129000e+00   3.7626279828660641e-01   9.9949575210454551e+00   7.9035418866305349e+01   3.5627421265819197e+02   3.4164355912157824e+00
'2002XX4'      54800.000000   1.7891387585961001e+00   2.8394566830005263e-01   2.5605768779633959e+01   7.4155726876527567e+01   2.8695447258348224e+02   2.2413225197290748e+02
'2002XY39'     54800.000000   1.4479333012804101e+00   1.6711726478055475e-01   2.1446475521968129e+01   2.5231955666280263e+02   2.1375715465605114e+02   1.3475860556397271e+02
'2002YD12'     54800.000000   2.2195779802145199e+00   4.9951012017290725e-01   1.4725615090047160e+01   2.7603318959508056e+02   1.9308032671442589e+02   2.7918300742963436e+02
'2002YO2'      54800.000000   1.5007306758613701e+00   2.9511429321950750e-01   6.4381081162007785e+00   2.7878056937430790e+02   1.8759911972871004e+02   7.3050642924214415e+01
'2002YQ5'      54800.000000   1.2869471942574200e+00   1.2354813105320485e-01   1.5546675589324186e+01   2.7998407147090575e+02   2.5850802445682967e+02   3.1401296402266320e+02
'2003AA3'      54800.000000   1.4212951621063401e+00   2.8940560157570139e-01   1.3782222109810773e+01   1.0645519262533566e+02   3.4691997949806466e+02   1.7768037846560480e+02
'2003AA83'     54800.000000   2.4931559347139700e+00   7.8340500336233965e-01   6.8450865898400917e+00   8.8589852129003802e+01   1.2644497141238941e+02   1.6328355994559709e+02
